population,percentage,life expectancy,income,group
1515,2.5933787531,,,AIAN
558,0.9551850457,,123500.0,Asian
794,1.3591701188,,67861.0,Black
30121,51.561162655,74.831767017,57679.0,Hispanic
25751,44.080591598,73.570373763,71192.0,White
647,2.3956751953,,,AIAN
252,0.9330914207,,,Asian
213,0.7886844152,,,Black
13440,49.764875773,75.059112217,35469.0,Hispanic
12518,46.350946051,78.643875096,41395.0,White
144,3.3684210526,,,AIAN
60,1.4035087719,,,Asian
68,1.5906432749,,,Black
3360,78.596491228,,31415.0,Hispanic
695,16.257309942,,25446.0,White
17,2.6645768025,,,AIAN
2,0.3134796238,,,Asian
3,0.4702194357,,,Black
286,44.827586207,,26250.0,Hispanic
345,54.07523511,,35000.0,White
65,1.5830491963,,20875.0,AIAN
24,0.5845104725,,,Asian
43,1.0472479299,,,Black
2435,59.303458354,,38947.0,Hispanic
1539,37.481734048,,55487.0,White
1495,2.0813030767,,56023.0,AIAN
505,0.7030488654,,110460.0,Asian
2385,3.3203396909,70.256014069,44875.0,Black
44177,61.502157873,75.838842263,58903.0,Hispanic
23657,32.934706947,72.98461753,66488.0,White
908,4.5538893626,,125188.0,AIAN
143,0.7171874216,,,Asian
122,0.6118661919,,19488.0,Black
6849,34.349766789,80.188156436,36385.0,Hispanic
12004,60.203621044,78.236450146,50574.0,White
289,1.4849450211,,109931.0,AIAN
1354,6.9571472613,,91443.0,Asian
225,1.1560990648,,,Black
3531,18.143047991,87.207500303,98750.0,Hispanic
13839,71.107799815,83.080850159,125556.0,White
644,2.6939970717,,41056.0,AIAN
309,1.2926166074,,,Asian
225,0.941225685,,,Black
16312,68.23677055,77.656420457,29106.0,Hispanic
6716,28.094540891,69.471312799,37966.0,White
56412,79.650965774,65.524788944,30513.0,AIAN
808,1.1408562069,,88046.0,Asian
300,0.4235852253,,54338.0,Black
10355,14.620750028,76.809914059,49475.0,Hispanic
5729,8.0890658534,76.992336858,57272.0,White
159,3.5506922733,,,AIAN
27,0.6029477445,,,Asian
15,0.3349709692,,,Black
3618,80.794997767,,27271.0,Hispanic
770,17.195176418,,56250.0,White
5633,8.2878455721,68.604619223,34792.0,AIAN
1169,1.7199523298,,51618.0,Asian
2299,3.3825238719,75.548413416,43938.0,Black
26562,39.080730354,80.080944893,36059.0,Hispanic
32474,47.779069254,76.911947982,50611.0,White
237,2.8913016957,,,AIAN
96,1.1711601806,,73417.0,Asian
122,1.4883493961,,,Black
3816,46.553617177,70.978904571,31585.0,Hispanic
3958,48.285958277,75.302492948,34744.0,White
7623,19.789205888,66.866294158,42902.0,AIAN
326,0.8462916331,,52917.0,Asian
180,0.4672775888,,,Black
27482,71.342903871,72.340849123,41593.0,Hispanic
4914,12.756678176,80.964134088,47537.0,White
434,2.3651226158,,,AIAN
283,1.5422343324,,,Asian
394,2.1471389646,,,Black
8032,43.771117166,74.749899085,38800.0,Hispanic
9163,49.934604905,76.519877929,44574.0,White
21028,14.12185032,69.574582959,40781.0,AIAN
2791,1.8743620051,86.464217598,53068.0,Asian
3134,2.1047117606,80.365620303,51520.0,Black
60224,40.444850373,80.269717252,60529.0,Hispanic
62530,41.993499167,79.758070679,71099.0,White
52218,42.346243675,69.473703109,35836.0,AIAN
741,0.6009147528,,47321.0,Asian
639,0.5181977423,,35219.0,Black
26633,21.598060205,78.293898904,43274.0,Hispanic
45201,36.655799922,77.701268204,58388.0,White
878,3.2346006484,,39453.0,AIAN
402,1.4809902741,,,Asian
427,1.5730916593,,103214.0,Black
21112,77.777777778,76.377896339,29603.0,Hispanic
4797,17.672413793,79.248997802,47917.0,White
6571,4.3245626736,80.335629767,47695.0,AIAN
2459,1.6183380938,96.294021011,76778.0,Asian
1308,0.8608321377,,63816.0,Black
76847,50.575204349,78.857437484,51433.0,Hispanic
65866,43.348294789,83.073242159,70902.0,White
356,3.2759731297,,26181.0,AIAN
97,0.8926106561,,51250.0,Asian
73,0.671758535,,,Black
3448,31.729088065,76.649904701,46679.0,Hispanic
6876,63.274132695,68.619124762,30774.0,White
2473,14.950728493,64.730372833,21875.0,AIAN
396,2.3940511456,,,Asian
149,0.9007919715,,,Black
8362,50.553170909,76.026448623,38601.0,Hispanic
5438,32.875884167,78.392356182,49756.0,White
2540,7.7930844046,76.313956773,29940.0,AIAN
342,1.0493050655,,34419.0,Asian
165,0.506243672,,,Black
18362,56.33725033,77.436910859,37989.0,Hispanic
11726,35.977050287,82.795318827,46712.0,White
666,4.3006586594,,,AIAN
103,0.6651168798,,,Asian
221,1.427095441,,,Black
6910,44.620947953,76.974684201,35072.0,Hispanic
7642,49.347798011,76.88452702,41984.0,White
141,3.5022354694,,23750.0,AIAN
32,0.7948335817,,,Asian
95,2.3596621957,,,Black
1759,43.691008445,75.204519587,28869.0,Hispanic
2030,50.42225534,77.426718483,39435.0,White
5126,6.6078840849,82.009148067,37619.0,AIAN
653,0.841776884,,98775.0,Asian
1054,1.3587026581,,46856.0,Black
47552,61.298888803,76.822690504,46526.0,Hispanic
24364,31.407430325,76.718050118,59314.0,White
995,0.3276755781,,29688.0,AIAN
21165,6.9701041317,87.849188289,77188.0,Asian
39109,12.879461492,74.611952338,34580.0,Black
19814,6.5251898542,85.11624932,48208.0,Hispanic
215416,70.941268681,80.006489368,76898.0,White
150,0.329041174,,,AIAN
570,1.2503564613,,75139.0,Asian
583,1.278873363,,45250.0,Black
818,1.7943712023,,52875.0,Hispanic
42978,94.27687718,,51191.0,White
42500,3.0332400285,,26186.0,AIAN
65520,4.6761855686,87.009244484,59388.0,Asian
408352,29.144226638,75.843951258,43231.0,Black
790820,56.441103043,80.23083587,36575.0,Hispanic
125038,8.9240062749,76.828229009,66203.0,White
509,0.2687150248,,49250.0,AIAN
8504,4.4894942456,89.255259374,37943.0,Asian
10807,5.7053109492,75.053357108,27997.0,Black
8816,4.654207581,84.02910609,35184.0,Hispanic
155857,82.28117411,78.167355127,55506.0,White
2780,3.6645004811,70.293229056,29087.0,AIAN
617,0.8133082003,,,Asian
1007,1.3273928002,,,Black
1773,2.337107681,82.889250324,33024.0,Hispanic
68382,90.138802842,77.191365131,51782.0,White
371,0.487971695,,,AIAN
523,0.6878954083,,92813.0,Asian
3053,4.015573005,76.841337252,38789.0,Black
2418,3.1803653869,94.580874155,38480.0,Hispanic
68144,89.628957372,78.944405365,59068.0,White
970,0.7696458042,,31827.0,AIAN
834,0.6617367018,,37188.0,Asian
2695,2.1383458169,73.483113398,24219.0,Black
10116,8.026532944,76.097054728,26401.0,Hispanic
109317,86.737495239,77.985920954,50683.0,White
301,0.364309748,,,AIAN
1194,1.4451356781,,88056.0,Asian
4857,5.8785795551,74.07741785,26310.0,Black
2854,3.4542857834,92.00374511,52963.0,Hispanic
70880,85.788288833,76.314186707,56444.0,White
185,0.3958912904,,,AIAN
270,0.5777872887,,43355.0,Asian
396,0.8474213567,,,Black
1116,2.3881874599,,,Hispanic
44183,94.54953991,,52214.0,White
334,0.4186617865,,,AIAN
1134,1.4214445085,,59722.0,Asian
3071,3.8494321743,79.737123029,51332.0,Black
2372,2.9732507709,85.710829265,45000.0,Hispanic
71803,90.00350974,78.856236697,59451.0,White
197,0.3309033493,,,AIAN
1277,2.1449927772,,52328.0,Asian
2720,4.5688178184,75.808047438,42443.0,Black
3167,5.319649276,92.345119593,44167.0,Hispanic
51093,85.821547351,80.446645954,71613.0,White
190,0.4027727726,,,AIAN
541,1.1468424734,,,Asian
852,1.8061179064,,27327.0,Black
1381,2.9275220995,,28229.0,Hispanic
43424,92.05265724,,60354.0,White
165,0.3755291547,,21250.0,AIAN
515,1.1721061496,,,Asian
732,1.6659838864,,29280.0,Black
1865,4.2446174154,82.390349659,36714.0,Hispanic
40199,91.490281761,78.049139423,50647.0,White
1486,0.5066605749,,,AIAN
10865,3.7044866396,95.778469653,121173.0,Asian
31227,10.647032149,78.234170651,50098.0,Black
39269,13.389000078,83.991313708,65161.0,Hispanic
205339,70.011558407,79.746882756,87615.0,White
7051,0.768718363,74.265855475,29567.0,AIAN
37048,4.0390693395,87.613194148,49265.0,Asian
120258,13.110840008,72.443648023,33758.0,Black
54660,5.9591753967,79.014652416,33997.0,Hispanic
682944,74.456331542,78.943493749,66934.0,White
210,0.5692445312,,,AIAN
275,0.745439267,,,Asian
873,2.3664308368,,,Black
1188,3.2202976336,,70278.0,Hispanic
33951,92.030576563,,58564.0,White
3746,7.4972480737,80.722634402,35000.0,AIAN
254,0.5083558491,,126056.0,Asian
2813,5.6299409587,83.982640952,,Black
1823,3.6485539878,93.749840377,28906.0,Hispanic
40829,81.71520064,78.541765639,54028.0,White
164,0.3105354844,,,AIAN
381,0.7214269484,,,Asian
1017,1.9256987048,,,Black
1936,3.6658335227,87.519536843,47973.0,Hispanic
48544,91.91850337,77.327912442,52510.0,White
683,1.1983717584,,44000.0,AIAN
380,0.6667368495,,43894.0,Asian
1568,2.7511667895,72.295860451,40872.0,Black
1995,3.5003684598,91.140807861,47708.0,Hispanic
51399,90.183177177,77.917584976,62767.0,White
226,0.4790469932,,,AIAN
554,1.1743010365,,55179.0,Asian
2569,5.4454501134,78.500444385,24513.0,Black
3098,6.5667592259,87.55731853,59286.0,Hispanic
39910,84.596307523,78.374156877,57351.0,White
14,0.3222094361,,,AIAN
34,0.7825086306,,,Asian
44,1.0126582278,,,Black
83,1.9102416571,,,Hispanic
4100,94.361334868,,,White
200,0.3281647387,,8894.0,AIAN
377,0.6185905324,,,Asian
809,1.327426368,,21280.0,Black
1517,2.489129543,,77125.0,Hispanic
57231,93.905980802,,59071.0,White
772,0.7141865951,,43854.0,AIAN
1897,1.7549377862,95.961474692,47857.0,Asian
6164,5.702391415,,57152.0,Black
8407,7.7774180119,82.025780328,44960.0,Hispanic
87957,81.370091124,77.457686774,55222.0,White
24213,0.9536679567,,52518.0,AIAN
327999,12.91876827,86.928239947,69502.0,Asian
746209,29.390641899,78.506109822,51388.0,Black
476368,18.762520018,80.524856089,47642.0,Hispanic
937202,36.913208457,82.298919975,86232.0,White
84,0.3207698476,,62500.0,AIAN
116,0.4429678848,,,Asian
162,0.6186275633,,,Black
421,1.6076679268,,71875.0,Hispanic
25132,95.971283461,,55915.0,White
294,0.4711689477,,,AIAN
864,1.3846597647,,,Asian
1591,2.5497612103,82.482004268,29821.0,Black
2528,4.0514119042,85.344223543,54792.0,Hispanic
56343,90.296163339,79.770297737,61206.0,White
519,0.7364000114,,,AIAN
677,0.9605834445,,113625.0,Asian
1221,1.732455518,,44091.0,Black
1727,2.450410057,94.678516504,76290.0,Hispanic
65370,92.752348251,80.671467369,60980.0,White
3273,0.4417600216,90.4483118,26833.0,AIAN
27782,3.7497638008,87.670772301,69181.0,Asian
108460,14.638952625,73.034294689,34010.0,Black
70493,9.5145093805,79.944394005,35417.0,Hispanic
516134,69.663112431,80.501825317,71773.0,White
299,0.6080943665,,,AIAN
497,1.0107789302,,35625.0,Asian
1124,2.2859467155,,30281.0,Black
7563,15.381330079,79.274933858,34831.0,Hispanic
39142,79.605450478,76.900371829,53668.0,White
8025,0.5938576251,111.29980097,117531.0,AIAN
156607,11.589066804,88.691740359,142408.0,Asian
158781,11.749944869,78.978394723,105331.0,Black
236976,17.536449168,84.425428263,95890.0,Hispanic
779369,57.674046535,81.930796745,125907.0,White
19659,1.2195492649,,41346.0,AIAN
209878,13.019815892,88.436487606,90526.0,Asian
199749,12.391461728,75.364315329,40016.0,Black
412835,25.610286423,83.008423423,42865.0,Hispanic
757517,46.992690397,86.807971699,130419.0,White
2469,1.1847636231,72.777254501,31806.0,AIAN
2475,1.1876427571,87.286178396,37332.0,Asian
14698,7.0529184821,70.142013378,26837.0,Black
7254,3.4808729534,77.818757184,44268.0,Hispanic
176469,84.679648362,77.948255339,61327.0,White
862,0.3791577595,,,AIAN
9558,4.2041645773,82.38424225,48265.0,Asian
13996,6.1562552233,71.155161346,29763.0,Black
14532,6.392019213,80.48393758,50390.0,Hispanic
184281,81.05750706,77.919399543,62389.0,White
4344,0.945964191,78.924710246,37014.0,AIAN
17707,3.8559364479,87.90860625,56237.0,Asian
50473,10.991171872,72.985507685,32260.0,Black
24666,5.3713519187,81.131105089,44282.0,Hispanic
349712,76.154472642,79.683517285,69803.0,White
419,0.3805942357,,,AIAN
1581,1.4360846936,96.114315397,130272.0,Asian
2544,2.310815598,77.463820162,28510.0,Black
5684,5.1630015169,79.927361419,43977.0,Hispanic
98263,89.256160812,80.118226768,66091.0,White
3498,0.9080195414,,66576.0,AIAN
11876,3.0828016219,90.101936719,79244.0,Asian
41627,10.805640208,77.332688196,68220.0,Black
85387,22.164969862,82.725882684,78300.0,Hispanic
237888,61.751558793,79.114508403,85161.0,White
295,0.7379058482,,21100.0,AIAN
245,0.6128370604,,110903.0,Asian
2237,5.5955775677,81.281980304,65179.0,Black
2096,5.242883586,82.269880074,47031.0,Hispanic
34413,86.079843914,77.047404015,53237.0,White
574,0.4933560243,,,AIAN
838,0.7202654152,,74750.0,Asian
1139,0.9789765011,,,Black
3249,2.7925326182,84.745119577,30000.0,Hispanic
108909,93.607859316,77.6957697,59514.0,White
170,0.2896032436,,78542.0,AIAN
847,1.4429055723,,58021.0,Asian
1267,2.1583959387,,47444.0,Black
2329,3.9675644367,86.567591127,51491.0,Hispanic
53340,90.867276537,79.296730342,56148.0,White
511,0.5186132424,,,AIAN
2354,2.3890715707,89.359164791,113500.0,Asian
3089,3.1350221248,85.841210028,119699.0,Black
16871,17.122356189,84.681880918,92964.0,Hispanic
74873,75.988511347,81.837153245,108607.0,White
30414,1.3664171557,136.85783711,66142.0,AIAN
610301,27.419141072,87.072729246,68410.0,Asian
397419,17.854939818,78.687320829,71647.0,Black
621931,27.941644903,83.942396934,62810.0,Hispanic
547587,24.601573981,80.780955973,82479.0,White
531,0.3358463835,,33866.0,AIAN
4578,2.8954891593,95.331778935,74844.0,Asian
11320,7.1596630152,73.659631426,45122.0,Black
8522,5.3899865914,81.301801923,57500.0,Hispanic
129924,82.174210034,79.160184287,74858.0,White
3373,0.709616748,,70000.0,AIAN
55975,11.776103609,86.70327915,92382.0,Asian
44585,9.3798584974,77.787735228,55666.0,Black
88753,18.671987916,81.833701989,65285.0,Hispanic
278773,58.648677647,80.050921517,94345.0,White
1970,0.6038776918,,78125.0,AIAN
20563,6.3033182619,93.116951842,137298.0,Asian
36252,11.112575676,79.658903454,81269.0,Black
60503,18.546402023,82.475038257,69244.0,Hispanic
204267,62.615372826,81.197098729,99877.0,White
1154,1.076643187,,32786.0,AIAN
1205,1.1242244717,,51250.0,Asian
2406,2.2447170779,84.438049453,,Black
2585,2.4117180576,,51513.0,Hispanic
98552,91.945701357,78.511663506,52432.0,White
583,0.2531502662,,112188.0,AIAN
6597,2.8645494099,94.486486673,118713.0,Asian
4233,1.8380533048,81.760407925,77896.0,Black
7929,3.442930464,90.092873641,75947.0,Hispanic
207152,89.949543635,81.101711677,84472.0,White
1158,0.7453751979,,,AIAN
8021,5.1629140437,84.020912333,74348.0,Asian
17745,11.422005948,74.687151588,38128.0,Black
11931,7.6796817673,80.67208814,40813.0,Hispanic
111518,71.781305115,79.247259018,73988.0,White
109,0.3501220609,,,AIAN
236,0.7580624438,,100179.0,Asian
412,1.3233971476,,68750.0,Black
1132,3.636130027,,50714.0,Hispanic
28828,92.599254786,,59690.0,White
64,0.3618886062,,,AIAN
120,0.6785411366,,,Asian
174,0.983884648,,,Black
344,1.9451512581,,,Hispanic
16724,94.566016398,,,White
173,0.5089582537,,,AIAN
310,0.9120061193,,,Asian
1643,4.8336324321,75.744457007,42188.0,Black
1329,3.909858492,,,Hispanic
30016,88.305727987,77.592779447,56222.0,White
300,0.3169337714,,,AIAN
1586,1.6755232048,,98077.0,Asian
1478,1.5614270471,80.751450273,41991.0,Black
1690,1.7853935789,,60743.0,Hispanic
88233,93.213391508,77.989602973,55222.0,White
9991,0.6776899529,87.473377657,85795.0,AIAN
64656,4.3856192171,86.561677158,112785.0,Asian
112271,7.6153466827,76.221898323,85840.0,Black
302167,20.496000402,82.818930918,91711.0,Hispanic
973090,66.004735894,80.168012862,109277.0,White
587,0.7743859001,,,AIAN
1548,2.0421624759,,90202.0,Asian
6265,8.2649534313,77.457404434,40668.0,Black
12958,17.094535764,80.06387011,47675.0,Hispanic
53247,70.244848421,76.574102421,62318.0,White
135,0.2818136273,,93007.0,AIAN
393,0.8203907816,,63600.0,Asian
441,0.9205911824,,,Black
1033,2.1563961256,,55588.0,Hispanic
45316,94.59752839,,62117.0,White
488,0.4828910131,,96591.0,AIAN
10217,10.110035821,93.689275011,38901.0,Asian
4121,4.0778562806,78.140143526,40262.0,Black
5505,5.4473668586,105.8081535,41865.0,Hispanic
77781,76.966692394,80.790118313,66122.0,White
871,0.4901078125,,31282.0,AIAN
3792,2.1337414752,84.640412239,74141.0,Asian
10713,6.0281572847,76.792118084,43180.0,Black
19594,11.025456346,83.956015983,52065.0,Hispanic
139056,78.246190551,79.610109778,68025.0,White
206,0.3231068448,,,AIAN
612,0.9599096556,,56726.0,Asian
792,1.2422360248,,,Black
1835,2.8781604869,104.03882786,,Hispanic
59459,93.260242173,78.691420495,64789.0,White
218,0.3597003597,,,AIAN
348,0.5742005742,,52262.0,Asian
1821,3.0046530047,84.131144353,,Black
1810,2.9865029865,89.756146575,84000.0,Hispanic
55734,91.961191961,77.988244627,60029.0,White
379,0.4242268214,,,AIAN
634,0.709656477,,91750.0,Asian
2506,2.8050459486,75.705292614,24375.0,Black
4241,4.7470869385,85.142377685,45875.0,Hispanic
79935,89.473802035,78.613387364,63278.0,White
10002,1.0356159958,133.48544237,68587.0,AIAN
63858,6.6119142433,90.843081379,137780.0,Asian
133555,13.828403751,78.754859898,64124.0,Black
248921,25.773502229,85.236074656,69118.0,Hispanic
504207,52.206042232,82.721735358,123585.0,White
201,0.5093120487,,,AIAN
206,0.5219815026,,,Asian
2002,5.0728493602,89.497240982,53266.0,Black
1364,3.4562270366,,51100.0,Hispanic
35406,89.714937286,78.444591281,58932.0,White
79,0.3188054883,,,AIAN
201,0.8111380145,,33125.0,Asian
226,0.9120258273,,16472.0,Black
559,2.2558514931,,,Hispanic
23489,94.790153349,,56134.0,White
2471,1.4421112836,,47500.0,AIAN
3219,1.8786548854,85.628314369,74659.0,Asian
35367,20.640691933,73.280663056,37341.0,Black
22699,13.247464195,84.719557927,46068.0,Hispanic
106377,62.083153386,76.997035701,59199.0,White
202,0.5395155044,,58468.0,AIAN
392,1.0469805828,,46316.0,Asian
2140,5.715659304,74.772139436,40300.0,Black
1846,4.9304238669,,44929.0,Hispanic
32413,86.570871505,76.909621244,53148.0,White
64,0.571734858,,,AIAN
89,0.7950687869,,,Asian
171,1.5276040736,,40491.0,Black
1097,9.7998927997,,26865.0,Hispanic
9694,86.599964267,,40164.0,White
213,0.8839274598,,,AIAN
377,1.564510105,,49545.0,Asian
11448,47.507988546,72.724678711,29498.0,Black
1051,4.3615387808,,34337.0,Hispanic
10744,44.586463045,73.907448654,51344.0,White
131,0.4822204226,,,AIAN
134,0.4932636384,,,Asian
204,0.7509386733,,,Black
1396,5.1387764117,,27303.0,Hispanic
25067,92.273430023,,43648.0,White
114,0.6487963121,,42625.0,AIAN
115,0.6544875078,,161033.0,Asian
787,4.4789710318,,,Black
877,4.9911786466,,31625.0,Hispanic
15541,88.446872688,,43371.0,White
528,1.1216620993,,,AIAN
259,0.5502092495,,,Asian
11054,23.482675844,74.03402852,31677.0,Black
3931,8.3508593036,84.864472168,26944.0,Hispanic
31140,66.152571538,75.933347503,57716.0,White
143,0.7642154767,,,AIAN
129,0.6893971783,,100625.0,Asian
11398,60.912783241,74.550398562,25639.0,Black
424,2.2659256092,,,Hispanic
6462,34.533988884,77.555498536,54370.0,White
1036,3.1478836863,,48824.0,AIAN
133,0.404120203,,,Asian
10861,33.001124244,72.483670146,23570.0,Black
2565,7.7937467716,,36802.0,Hispanic
18089,54.963386102,75.050157701,47221.0,White
1204,0.8078422426,,57767.0,AIAN
1151,0.7722810808,,40606.0,Asian
14054,9.4297465764,76.350703928,40193.0,Black
7396,4.9624594905,92.02734911,38409.0,Hispanic
123148,82.628036957,79.009060037,62483.0,White
1440,0.5465372689,,75080.0,AIAN
3853,1.4623667341,86.475408128,66957.0,Asian
15589,5.9166454757,73.153300333,36024.0,Black
18364,6.9698683377,88.77605923,36598.0,Hispanic
219328,83.243698691,78.438980551,57514.0,White
853,0.9433962264,,42039.0,AIAN
3383,3.7415116459,83.721397639,50841.0,Asian
5869,6.4909641885,74.452892353,36704.0,Black
5954,6.5849720188,,30528.0,Hispanic
73450,81.233825123,76.192794624,46699.0,White
1601,0.7228676308,,,AIAN
11598,5.236613855,83.732942192,125675.0,Asian
42497,19.187823676,75.92784957,55675.0,Black
24944,11.262467322,83.544199539,53082.0,Hispanic
137256,61.972466916,78.409088324,74931.0,White
515,0.6272838002,,,AIAN
637,0.7758830694,,101232.0,Asian
3973,4.8392204629,72.203214258,26708.0,Black
5001,6.0913520097,86.855339694,32242.0,Hispanic
70986,86.462850183,75.375700409,46989.0,White
54,0.4916241806,,,AIAN
203,1.8481427531,,,Asian
1158,10.542607429,,37177.0,Black
362,3.2957028405,,73125.0,Hispanic
8912,81.136198106,,64579.0,White
471,0.6771327525,,,AIAN
835,1.2004370453,,91627.0,Asian
3619,5.2028522959,73.704080163,38750.0,Black
3140,4.5142183502,95.286616616,46916.0,Hispanic
60208,86.55798039,76.968368839,59480.0,White
194,0.8644120661,,,AIAN
144,0.6416254511,,,Asian
7130,31.769371296,75.790836991,40852.0,Black
1049,4.6740631823,,,Hispanic
13649,60.816290157,75.100706754,53718.0,White
938,0.585127287,,30605.0,AIAN
7726,4.8195025794,83.277583551,78529.0,Asian
13483,8.4107368986,72.395138615,35737.0,Black
16551,10.324564741,99.990617645,39476.0,Hispanic
119250,74.388517033,76.676616449,57856.0,White
920,1.2145535196,,,AIAN
1759,2.3221735227,90.114081964,140521.0,Asian
8731,11.526376934,74.173844953,41498.0,Black
9120,12.039921846,89.113238146,50461.0,Hispanic
54746,72.273855415,81.125455729,81165.0,White
474,1.6303787019,,24135.0,AIAN
213,0.7326385306,,68194.0,Asian
418,1.4377601211,,20139.0,Black
1059,3.6425549479,,37292.0,Hispanic
26336,90.585766863,,41201.0,White
72,0.5211726384,,,AIAN
114,0.8251900109,,,Asian
4653,33.680781759,72.497725109,30909.0,Black
496,3.5903003981,,,Hispanic
8319,60.217155266,77.493813466,53958.0,White
73,0.6345067362,,,AIAN
50,0.4345936549,,,Asian
128,1.1125597566,,,Black
418,3.6332029552,,,Hispanic
10673,92.768361582,,,White
423,0.4271217246,,,AIAN
1106,1.1167768971,,46250.0,Asian
20503,20.702781845,71.441419071,29694.0,Black
4000,4.0389761196,87.585702602,37021.0,Hispanic
71491,72.187610441,73.991142337,48737.0,White
2087,3.8115936735,77.05175724,41111.0,AIAN
292,0.5332943712,,,Asian
16253,29.683676078,72.426608752,30705.0,Black
3176,5.800489462,103.90733524,26639.0,Hispanic
32423,59.215765058,73.284409034,44083.0,White
672,0.6638151591,,,AIAN
3063,3.0256932028,80.449547856,,Asian
20891,20.636551322,71.847960467,38046.0,Black
7940,7.8432922071,81.85704545,42986.0,Hispanic
66128,65.322572679,76.212213051,60265.0,White
6295,1.8714844633,72.035230469,35930.0,AIAN
9143,2.7181862506,84.96815408,49222.0,Asian
126288,37.545040492,74.60707502,40137.0,Black
41625,12.374986622,86.422851009,43851.0,Hispanic
139754,41.548441569,75.400723551,57391.0,White
226,0.7779154619,,,AIAN
263,0.905273303,,108300.0,Asian
1572,5.4109871954,,69543.0,Black
1325,4.5607875534,,65956.0,Hispanic
25143,86.544816192,,74404.0,White
248,0.6605054998,,,AIAN
336,0.894878419,,,Asian
927,2.4689056383,,,Black
2827,7.5292300317,95.428138553,41671.0,Hispanic
32699,87.088182811,78.65410827,67179.0,White
1414,0.8355295035,,,AIAN
2996,1.7703298392,95.665134425,64635.0,Asian
16530,9.7675408015,74.065803932,31071.0,Black
13083,7.73071605,94.00752985,36013.0,Hispanic
133335,78.787359514,75.566014188,53808.0,White
308,0.7115464584,,,AIAN
399,0.9217760939,,,Asian
2712,6.2653051795,73.742702167,31583.0,Black
3178,7.3418657303,,52037.0,Hispanic
36173,83.567435198,78.400636856,63943.0,White
874,1.4865462462,,100216.0,AIAN
462,0.7857944688,,81250.0,Asian
14148,24.063679967,74.670808106,30315.0,Black
13607,23.143518046,86.717514198,42214.0,Hispanic
29867,50.799401299,77.672435753,50775.0,White
3098,0.9465148821,,59636.0,AIAN
18550,5.6674793618,91.65973211,74902.0,Asian
114528,34.991109237,76.446495347,45261.0,Black
44737,13.668249284,89.180294831,50306.0,Hispanic
141597,43.261351763,81.825277592,82989.0,White
376,0.7397351905,,,AIAN
176,0.3462590254,,,Asian
28964,56.983218242,71.252642277,34424.0,Black
2695,5.3020913258,,39183.0,Hispanic
18213,35.831906982,72.58596493,51086.0,White
3636,0.9472622921,,50139.0,AIAN
10256,2.6719257613,89.988881637,86419.0,Asian
99196,25.842857627,74.533084179,35335.0,Black
52007,13.54902916,84.923128612,39968.0,Hispanic
214211,55.80693148,78.426448426,64660.0,White
700,0.9741298933,,34075.0,AIAN
581,0.8085278114,,,Asian
17784,24.748465745,75.235861444,47449.0,Black
6562,9.1317719423,91.015579034,43500.0,Hispanic
45311,63.055427991,77.76783648,66712.0,White
1440,0.6355707779,,44167.0,AIAN
3845,1.6970622506,85.399395641,86534.0,Asian
40109,17.702853007,74.13654492,38410.0,Black
17819,7.8647470075,85.238236035,42788.0,Hispanic
159337,70.32634794,74.843683437,57890.0,White
81,0.706559665,,54306.0,AIAN
42,0.3663642708,,,Asian
3527,30.765875785,73.439308387,35127.0,Black
283,2.4685973482,,,Hispanic
7292,63.607815771,76.525340559,60578.0,White
711,8.3903705452,,68750.0,AIAN
51,0.6018409252,,,Asian
42,0.4956337031,,,Black
317,3.7408543781,,,Hispanic
7265,85.732829832,,40934.0,White
567,0.9374070033,,,AIAN
481,0.7952253414,,70850.0,Asian
18735,30.974109711,76.620397968,42813.0,Black
5361,8.8632080151,,38902.0,Hispanic
34727,57.413285719,77.575773141,68694.0,White
467,2.2314602446,,,AIAN
124,0.5925076453,,,Asian
7385,35.287652905,74.305656547,28631.0,Black
3310,15.816131498,,40325.0,Hispanic
9788,46.769877676,77.616790617,55429.0,White
4153,0.7683327752,81.092687716,39205.0,AIAN
29432,5.445116841,88.762386081,66976.0,Asian
187364,34.663593089,74.91762662,40497.0,Black
46500,8.6028109916,85.172556661,43569.0,Hispanic
263136,48.681919851,78.624129293,67763.0,White
1990,4.0219082843,70.519283349,27750.0,AIAN
426,0.8609713212,,,Asian
26189,52.929525657,71.696694702,26649.0,Black
1602,3.2377372219,,50814.0,Hispanic
18873,38.143454799,74.013202592,49252.0,White
2358,1.720439522,,29904.0,AIAN
1819,1.3271753564,102.24976716,83527.0,Asian
28766,20.988194779,73.331927644,40813.0,Black
18607,13.576004319,91.281976347,50349.0,Hispanic
82573,60.246756847,76.688800807,60905.0,White
471,0.7479514705,,,AIAN
458,0.7273073747,,,Asian
765,1.2148256368,,54245.0,Black
2806,4.4559486756,100.44588782,,Hispanic
57819,91.816998031,76.301590509,51859.0,White
840,0.7091899194,,,AIAN
1613,1.3618134999,91.273111066,68644.0,Asian
3679,3.1060829921,74.078451554,42045.0,Black
12374,10.447042931,92.044150248,38250.0,Hispanic
98233,82.935539702,78.865099796,60705.0,White
314,1.3588367665,,32917.0,AIAN
215,0.9304137095,,,Asian
13885,60.087415614,74.649013168,40073.0,Black
885,3.8298424788,,47955.0,Hispanic
7612,32.940972823,73.818356377,46835.0,White
4968,8.898441698,72.83783552,41410.0,AIAN
816,1.4615797958,,85179.0,Asian
